date,latitude,longitude,temperature_2m,pressure_msl,visibility,cloudcover
1998-02-10,41.77,-75.06,0.9583333333333334,1023.0291666666666,,15.166666666666666
1998-02-10,42.86,-71.37,-2.4291666666666667,1024.3,,36.083333333333336
1999-02-10,34.73,-86.59,16.1875,1019.5666666666666,,97.16666666666667
1999-02-10,64.75,-147.35,-40.06666666666666,1026.7666666666667,,15.5
1999-02-10,34.01,-117.69,6.870833333333334,1021.1916666666666,,21.875
1999-02-10,32.72,-117.16,10.424999999999999,1021.4583333333334,,28.083333333333332
2000-02-10,47.68,-122.21,3.25,1015.3499999999999,,28.041666666666668
2000-02-10,27.87,-81.72,13.2875,1020.1083333333332,,5.125
2000-02-10,43.67,-79.42,-2.9916666666666667,1017.2125,,90.20833333333333
2001-02-10,47.61,-122.33,0.7833333333333333,1008.2291666666666,,24.916666666666668
2001-02-10,32.72,-117.16,9.895833333333334,1017.3583333333332,,53.666666666666664
2001-02-10,51.08,-114.08,-17.554166666666667,1020.4666666666667,,32.708333333333336
2001-02-10,30.48,-90.04,12.129166666666668,1022.8416666666666,,73.58333333333333
2001-02-10,37.95,-86.77,0.5499999999999999,1026.4375,,66.875
2001-02-10,42.27,-89.09,-9.174999999999999,1028.0874999999999,,70.08333333333333
2002-02-10,34.7,-118.14,9.5875,1032.5375000000001,,0.0
2002-02-10,32.73,-97.32,6.758333333333333,1028.7625,,28.75
2003-02-10,45.93,-116.12,-3.6958333333333333,1020.4124999999999,,40.0
2003-02-10,44.63,-121.13,3.0,1022.1875,,27.833333333333332
2003-02-10,29.95,-85.42,15.075000000000001,1015.0208333333334,,53.708333333333336
2003-02-10,48.78,-123.7,3.8666666666666667,1024.9458333333334,,36.166666666666664
2004-02-10,34.11,-117.29,7.108333333333332,1019.2541666666666,,0.5833333333333334
2004-02-10,40.76,-82.52,-0.8208333333333334,1020.2208333333333,,59.0
2004-02-10,37.36,-90.7,1.2166666666666668,1025.5041666666666,,8.041666666666666
2004-02-10,36.05,-95.79,2.420833333333333,1027.0291666666665,,22.625
2004-02-10,37.64,-98.74,-4.720833333333334,1027.0583333333334,,8.291666666666666
2004-02-10,43.24,-94.04,-9.320833333333333,1022.2583333333332,,55.916666666666664
2004-02-10,40.71,-74.01,2.25,1018.4916666666667,,54.875
2005-02-10,33.02,-96.7,5.708333333333333,1029.6416666666667,,82.45833333333333
2005-02-10,35.23,-80.84,8.779166666666667,1010.8000000000001,,46.541666666666664
2005-02-10,40.71,-74.01,3.0708333333333333,1002.3249999999999,,78.45833333333333
2005-02-10,42.45,-94.13,-5.554166666666666,1026.7166666666667,,36.583333333333336
2005-02-10,39.53,-119.81,-1.8041666666666665,1025.1083333333333,,66.875
2005-02-10,38.68,-121.77,9.654166666666667,1017.8958333333334,,65.79166666666667
2005-02-10,45.64,-122.66,2.904166666666667,1023.2458333333334,,2.0416666666666665
2005-02-10,43.01,-88.23,-6.0249999999999995,1022.7125,,42.5
2006-02-10,36.03,-86.78,1.5999999999999999,1022.125,,84.54166666666667
2006-02-10,47.61,-122.33,3.329166666666667,1030.2083333333333,,0.0
2006-02-10,43.95,-73.73,-11.783333333333337,1019.4083333333334,,46.958333333333336
2006-02-10,32.78,-85.31,4.245833333333334,1023.775,,44.541666666666664
2006-02-10,40.16,-75.89,-1.55,1020.7791666666667,,62.041666666666664
2006-02-10,40.58,-74.41,-0.7749999999999999,1020.0124999999999,,62.708333333333336
2007-02-10,35.4,-78.82,0.9666666666666665,1020.5541666666668,,26.333333333333332
2007-02-10,26.52,-80.07,20.075,1018.3083333333333,,63.375
2007-02-10,40.69,-89.59,-13.641666666666666,1030.0041666666666,,13.041666666666666
2007-02-10,36.85,-75.98,0.15,1019.5708333333332,,38.541666666666664
2007-02-10,43.7,-79.57,-9.170833333333334,1017.4333333333334,,61.041666666666664
2007-02-10,40.44,-80.0,-10.7125,1022.6708333333335,,59.666666666666664
2007-02-10,39.21,-86.25,-11.1875,1028.0249999999999,,19.166666666666668
2008-02-10,39.27,-81.56,0.4791666666666665,1016.0291666666667,,35.75
2008-02-10,35.62,-87.04,6.045833333333334,1024.675,,1.0416666666666667
2008-02-10,33.88,-117.57,13.612499999999999,1017.9583333333334,,30.541666666666668
2008-02-10,33.66,-95.56,10.775,1025.0958333333333,,7.083333333333333
2009-02-10,33.42,-111.82,7.933333333333334,1013.2291666666666,,35.458333333333336
2009-02-10,47.77,-96.61,3.091666666666667,990.0583333333334,,97.33333333333333
2009-02-10,36.26,-77.94,11.966666666666667,1025.625,,96.29166666666667
2009-02-10,35.12,-120.62,8.520833333333334,1019.6208333333333,,11.916666666666666
2009-02-10,37.7,-91.87,12.520833333333334,1010.0291666666666,,82.41666666666667
2009-02-10,29.79,-100.67,18.195833333333333,1007.9541666666668,,66.125
2009-02-10,42.04,-91.68,11.012499999999998,1001.6999999999999,,2.7916666666666665
2009-02-10,36.15,-83.78,13.108333333333334,1021.0958333333334,,97.0
2009-02-10,34.05,-118.24,6.429166666666667,1016.9708333333333,,6.25
2009-02-10,34.13,-117.91,5.466666666666666,1016.9708333333333,,6.25
2010-02-10,42.51,-84.66,-6.391666666666666,1008.2333333333332,,100.0
2010-02-10,36.25,-85.95,-2.7291666666666665,1018.7166666666667,,90.41666666666667
2011-02-10,40.86,-74.26,-6.208333333333333,1017.6041666666666,,51.666666666666664
2011-02-10,44.02,-92.47,-20.0125,1021.3625000000001,,34.083333333333336
2011-02-10,42.44,-82.91,-14.9375,1021.525,,15.375
2011-02-10,30.51,-97.68,-2.604166666666667,1029.5625,,2.8333333333333335
2011-02-10,36.75,-119.77,8.191666666666668,1021.3291666666668,,0.5
2011-02-10,36.17,-86.78,-4.929166666666666,1025.9333333333334,,22.0
2011-02-10,33.33,-105.67,-11.179166666666667,1024.9791666666667,,4.541666666666667
2011-02-10,38.63,-82.67,-4.704166666666667,1024.0249999999999,,24.333333333333332
2011-02-10,30.29,-81.39,10.904166666666667,1015.8833333333336,,80.625
2011-02-10,35.37,-119.02,8.262500000000001,1021.1333333333333,,8.833333333333334
2011-02-10,33.54,-117.78,13.458333333333334,1017.8041666666667,,0.08333333333333333
2012-02-10,26.71,-80.04,22.520833333333332,1017.2333333333332,,66.0
2012-02-10,59.24,-135.44,0.5625,1013.125,,85.125
2012-02-10,27.87,-82.33,20.09166666666667,1017.9666666666667,,43.708333333333336
2012-02-10,37.34,-121.89,12.745833333333332,1022.2916666666666,,41.375
2012-02-10,30.36,-103.66,8.304166666666667,1019.5041666666666,,18.875
